物件名,所在地,最寄り駅,徒歩分,築年数,階数,間取り,面積,家賃,URL,築年数_num,面積_num,家賃_num,徒歩分_num,駅名,家賃_per_㎡,log_家賃_per_㎡
ＪＲ日豊本線 大在駅 2階建 築31年,大分県大分市竹下１,大在駅,"ＪＲ日豊本線/大在駅 歩8分
大分バス/平野 歩5分",築31年,2階,2LDK,54.34m2,5.3万円,https://suumo.jp/chintai/jnc_000099397801/?bc=100445045068,31,54.34,5.3,8,大在駅,0.09753404490246595,-2.3275537834401256
グレイスフル　道　Ｍ１,大分県大分市大在浜１,大在駅,ＪＲ日豊本線/大在駅 歩12分,新築,2階,2LDK,53.68m2,6.9万円,https://suumo.jp/chintai/jnc_000099593628/?bc=100444817092,0,53.68,6.9,12,大在駅,0.12853949329359166,-2.0515190810602126
Ｍ’ｓスクエア,大分県大分市大字葛木,,-/葛木入口 歩3分,築23年,2階,2DK,46.65m2,5.1万円,https://suumo.jp/chintai/jnc_000099302584/?bc=100443840988,23,46.65,5.1,3,,0.10932475884244372,-2.213432387563073
フリーデ・カーサ,大分県大分市下郡北３,牧駅,"ＪＲ日豊本線/牧駅 歩20分
大分バス/下郡中央 歩5分",築16年,2階,1LDK,42.37m2,5.6万円,https://suumo.jp/chintai/jnc_000099390726/?bc=100444355271,16,42.37,5.6,20,牧駅,0.1321689874911494,-2.0236739668973645
シャーメゾン見晴台　Ｃ棟,大分県大分市大字寒田,敷戸駅,ＪＲ豊肥本線/敷戸駅 歩22分,築12年,2階,2LDK,56.39m2,7万円,https://suumo.jp/chintai/jnc_000099302589/?bc=100443840997,12,56.39,7.0,22,敷戸駅,0.1241354850150736,-2.0863816887637774
エルグレイス大手,大分県大分市大手町１,大分駅,ＪＲ日豊本線/大分駅 歩14分,築19年,5階,1K,29.2m2,4.8万円,https://suumo.jp/chintai/jnc_000043644423/?bc=100434107207,19,29.2,4.8,14,大分駅,0.1643835616438356,-1.8055527913603908
リヴァ－ジュ寒田,大分県大分市大字寒田,敷戸駅,ＪＲ豊肥本線/敷戸駅 歩15分,築28年,3階,2LDK,56.7m2,5.9万円,https://suumo.jp/chintai/jnc_000054434306/?bc=100445000115,28,56.7,5.9,15,敷戸駅,0.10405643738977072,-2.262821859822033
Ｌｅ　ｖｅｎｔ　ｖｅｒｔ,大分県大分市南太平寺２,南大分駅,"ＪＲ久大本線/南大分駅 歩14分
ＪＲ久大本線/古国府駅 歩17分
ＪＲ日豊本線/大分駅 歩28分",築7年,8階,1DK,30.02m2,5.2万円,https://suumo.jp/chintai/jnc_000099381381/?bc=100443733843,7,30.02,5.2,14,南大分駅,0.17321785476349102,-1.7532052006179342
デュープレックス小池原Ｃ,大分県大分市大字小池原,高城駅,ＪＲ日豊本線/高城駅 バス4分 (バス停)小池原 歩21分,築36年,2階,3DK,54.81m2,5.15万円,https://suumo.jp/chintai/jnc_000076215864/?bc=100444731808,36,54.81,5.15,21,高城駅,0.09396095602992155,-2.3648759443823804
ＪＲ日豊本線 高城駅 2階建 築35年,大分県大分市大字小池原,高城駅,"ＪＲ日豊本線/高城駅 歩16分
大分バス/小池原 歩4分",築35年,2階,3DK,54.81m2,5.15万円,https://suumo.jp/chintai/jnc_000099628802/?bc=100445045036,35,54.81,5.15,16,高城駅,0.09396095602992155,-2.3648759443823804
モスティサークII,大分県大分市畑中３,南大分駅,"ＪＲ久大本線/南大分駅 歩20分
ＪＲ日豊本線/大分駅 バス18分 (バス停)畑中 歩2分",築20年,2階,1LDK,45.13m2,5.6万円,https://suumo.jp/chintai/jnc_000099010563/?bc=100441297115,20,45.13,5.6,20,南大分駅,0.12408597385331263,-2.0867806160978066
リバーパーク西大道Ｂ,大分県大分市西大道４,大分駅,ＪＲ日豊本線/大分駅 歩23分,築19年,2階,1LDK,42.37m2,5.6万円,https://suumo.jp/chintai/jnc_000095543086/?bc=100444085876,19,42.37,5.6,23,大分駅,0.1321689874911494,-2.0236739668973645
ネオベルデ森町II,大分県大分市森町西２,鶴崎駅,ＪＲ日豊本線/鶴崎駅 歩27分,築27年,2階,2DK,40.23m2,4.5万円,https://suumo.jp/chintai/jnc_000073404123/?bc=100408300087,27,40.23,4.5,27,鶴崎駅,0.11185682326621925,-2.190535589185423
ａｔｒｅ鶴崎,大分県大分市東鶴崎１,鶴崎駅,ＪＲ日豊本線/鶴崎駅 歩13分,築4年,2階,ワンルーム,34.78m2,4.7万円,https://suumo.jp/chintai/jnc_000072365589/?bc=100444911993,4,34.78,4.7,13,鶴崎駅,0.13513513513513514,-2.001480000210124
ＳＥＩＫＯ　ＢＬＤ,大分県大分市大字宮崎,敷戸駅,"ＪＲ豊肥本線/敷戸駅 歩23分
ＪＲ豊肥本線/滝尾駅 歩26分
ＪＲ久大本線/古国府駅 歩37分",築4年,10階,1LDK,40.89m2,5.7万円,https://suumo.jp/chintai/jnc_000099467751/?bc=100444191767,4,40.89,5.7,23,敷戸駅,0.13939838591342626,-1.9704193595360464
トレステーラ　プランドールV,大分県大分市賀来北１,賀来駅,"ＪＲ久大本線/賀来駅 歩10分
ＪＲ久大本線/南大分駅 歩22分
ＪＲ日豊本線/大分駅 バス14分 (バス停)賀来入口 歩9分",築6年,8階,1DK,30.69m2,4.8万円,https://suumo.jp/chintai/jnc_000091192176/?bc=100387465017,6,30.69,4.8,10,賀来駅,0.15640273704789834,-1.8553209507177995
セントポーリア松ヶ丘,大分県大分市松が丘１,,大分バス/松ヶ丘中央 歩6分,築26年,2階,2LDK,54.81m2,5.9万円,https://suumo.jp/chintai/jnc_000093799538/?bc=100444876079,26,54.81,5.9,6,,0.1076445904032111,-2.228920308146351
プラシードはやし　I,大分県大分市六坊北町,大分駅,ＪＲ日豊本線/大分駅 歩19分,築8年,2階,1LDK,48.35m2,5.9万円,https://suumo.jp/chintai/jnc_000099578739/?bc=100444703244,8,48.35,5.9,19,大分駅,0.1220268872802482,-2.1035138709876295
グラシア三川,大分県大分市三川下１,高城駅,ＪＲ日豊本線/高城駅 歩19分,築8年,3階,1K,26.4m2,4.5万円,https://suumo.jp/chintai/jnc_000099369641/?bc=100443577256,8,26.4,4.5,19,高城駅,0.17045454545454547,-1.7692866133759964
ドリームガーデン,大分県大分市大字旦野原,大分大学前駅,"ＪＲ豊肥本線/大分大学前駅 歩5分
ＪＲ豊肥本線/敷戸駅 歩20分
ＪＲ豊肥本線/中判田駅 歩25分",築4年,2階,1K,28.98m2,4.8万円,https://suumo.jp/chintai/jnc_000096886068/?bc=100424914270,4,28.98,4.8,5,大分大学前駅,0.16563146997929606,-1.797990018978691
大分バス 森町下 2階建 築27年,大分県大分市森町西２,,大分バス/森町下 歩8分,築27年,2階,2DK,40.23m2,4.5万円,https://suumo.jp/chintai/jnc_000099628828/?bc=100445045051,27,40.23,4.5,8,,0.11185682326621925,-2.190535589185423
ＡＬＥＸ５,大分県大分市大字旦野原,大分大学前駅,"ＪＲ豊肥本線/大分大学前駅 歩5分
ＪＲ豊肥本線/敷戸駅 歩21分
ＪＲ豊肥本線/中判田駅 歩29分",築6年,2階,1K,26.27m2,4.6万円,https://suumo.jp/chintai/jnc_000099599987/?bc=100444876968,6,26.27,4.6,5,大分大学前駅,0.17510468214693567,-1.7423713002023993
レオパレス鶴崎III,大分県大分市大字鶴崎,鶴崎駅,ＪＲ日豊本線/鶴崎駅 歩12分,築19年,2階,1K,22.35m2,4.9万円,https://suumo.jp/chintai/jnc_000099452989/?bc=100441233737,19,22.35,4.9,12,鶴崎駅,0.21923937360178972,-1.517591115942997
ハウシアＯＮＥ,大分県大分市大字田尻,敷戸駅,"ＪＲ豊肥本線/敷戸駅 歩31分
ＪＲ豊肥本線/大分大学前駅 歩45分
ＪＲ久大本線/南大分駅 歩53分",築18年,2階,3DK,61.87m2,6.3万円,https://suumo.jp/chintai/jnc_000099609243/?bc=100444904128,18,61.87,6.3,31,敷戸駅,0.10182641021496687,-2.2844857761454103
アミコート,大分県大分市大字駄原,大分駅,"-/上春日町 歩1分
ＪＲ日豊本線/大分駅 歩22分",築12年,2階,1LDK,36m2,6万円,https://suumo.jp/chintai/jnc_000093469150/?bc=100444885918,12,36.0,6.0,1,大分駅,0.16666666666666666,-1.791759469228055
ドリームガーデン,大分県大分市大在浜２,大在駅,ＪＲ日豊本線/大在駅 歩16分,築12年,2階,2LDK,63.35m2,7.4万円,https://suumo.jp/chintai/jnc_000099264464/?bc=100443411700,12,63.35,7.4,16,大在駅,0.11681136543014996,-2.147194906557024
ディアスクレストＢ,大分県大分市王ノ瀬２,坂ノ市駅,"ＪＲ日豊本線/坂ノ市駅 歩18分
ＪＲ日豊本線/大在駅 バス7分 (バス停)横塚東 歩3分
ＪＲ日豊本線/大分駅 バス43分 (バス停)横塚東 歩3分",築28年,2階,2LDK,50.69m2,6万円,https://suumo.jp/chintai/jnc_000086051319/?bc=100437399468,28,50.69,6.0,18,坂ノ市駅,0.11836654172420596,-2.133969183256203
ＪＲ日豊本線 坂ノ市駅 2階建 築28年,大分県大分市王ノ瀬２,坂ノ市駅,"ＪＲ日豊本線/坂ノ市駅 歩17分
大分バス/横塚東 歩3分",築28年,2階,2LDK,50.69m2,6万円,https://suumo.jp/chintai/jnc_000098313884/?bc=100445045037,28,50.69,6.0,17,坂ノ市駅,0.11836654172420596,-2.133969183256203
ダイアンサスＫ・I,大分県大分市大字片島,滝尾駅,ＪＲ豊肥本線/滝尾駅 歩14分,築31年,2階,2LDK,54m2,5.9万円,https://suumo.jp/chintai/jnc_000098780728/?bc=100444137217,31,54.0,5.9,14,滝尾駅,0.10925925925925926,-2.2140316956526007
メルベーユ葛木　Ｂ,大分県大分市大字葛木,,大分バス（株）/大分バス　勝負 歩4分,築33年,2階,2LDK,55.44m2,4.4万円,https://suumo.jp/chintai/jnc_000099264444/?bc=100442921467,33,55.44,4.4,4,,0.07936507936507937,-2.533696813957432
グレイスフル　道　Ｍ２,大分県大分市大在浜１,大在駅,ＪＲ日豊本線/大在駅 歩12分,新築,2階,1LDK,50.05m2,6.7万円,https://suumo.jp/chintai/jnc_000099593616/?bc=100444817101,0,50.05,6.7,12,大在駅,0.13386613386613389,-2.0109149793643093
グレイスフル　道　Ｍ３,大分県大分市大在浜１,大在駅,ＪＲ日豊本線/大在駅 歩12分,新築,2階,1LDK,50.14m2,6.7万円,https://suumo.jp/chintai/jnc_000099593636/?bc=100444817099,0,50.14,6.7,12,大在駅,0.1336258476266454,-2.012711566333227
SーFORT大分大手町,大分県大分市大手町１,大分駅,"ＪＲ日豊本線/大分駅 歩12分
ＪＲ久大本線/古国府駅 歩29分
ＪＲ日豊本線/牧駅 歩36分",築9年,5階,ワンルーム,25.88m2,4.75万円,https://suumo.jp/chintai/jnc_000099237129/?bc=100427014802,9,25.88,4.75,12,大分駅,0.18353941267387944,-1.69532585158615
マリアナオ・Ｎ　II,大分県大分市大字関園,鶴崎駅,ＪＲ日豊本線/鶴崎駅 バス6分 (バス停)常行北 歩5分,築10年,2階,2LDK,56.68m2,5.7万円,https://suumo.jp/chintai/jnc_000099502722/?bc=100444606155,10,56.68,5.7,5,鶴崎駅,0.10056457304163727,-2.2969552399819753
Attrese東浜,大分県大分市東浜１,牧駅,ＪＲ日豊本線/牧駅 歩21分,築9年,2階,2LDK,59.8m2,7.3万円,https://suumo.jp/chintai/jnc_000099599988/?bc=100444882274,9,59.8,7.3,21,牧駅,0.12207357859531773,-2.1031313128022404
ＪＲ日豊本線 大分駅 2階建 築22年,大分県大分市六坊北町,大分駅,ＪＲ日豊本線/大分駅 歩12分,築22年,2階,1LDK,44.72m2,6万円,https://suumo.jp/chintai/jnc_000099397803/?bc=100445045038,22,44.72,6.0,12,大分駅,0.13416815742397137,-2.008661359618789
ディアス後藤II,大分県大分市六坊北町,大分駅,"ＪＲ日豊本線/大分駅 歩14分
ＪＲ久大本線/古国府駅 歩21分
ＪＲ日豊本線/牧駅 バス15分 (バス停)大分駅前 歩14分",築22年,2階,1LDK,44.72m2,6万円,https://suumo.jp/chintai/jnc_000099193197/?bc=100442544482,22,44.72,6.0,14,大分駅,0.13416815742397137,-2.008661359618789
ユナイテッド新貝,大分県大分市新貝,高城駅,ＪＲ日豊本線/高城駅 歩25分,築39年,3階,3K,46.55m2,4.8万円,https://suumo.jp/chintai/jnc_000099615591/?bc=100404878708,39,46.55,4.8,25,高城駅,0.10311493018259936,-2.2719110858092306
野うさぎＧＡＲＤＥＮ,大分県大分市碩田町２,大分駅,ＪＲ久大本線/大分駅 歩28分,築23年,3階,3DK,53m2,6.1万円,https://suumo.jp/chintai/jnc_000099619952/?bc=100445000573,23,53.0,6.1,28,大分駅,0.1150943396226415,-2.1620031423728565
グランシャリオ　Ｄ棟,大分県大分市下郡山の手,牧駅,ＪＲ日豊本線/牧駅 歩28分,築21年,2階,2LDK,53.28m2,6.3万円,https://suumo.jp/chintai/jnc_000099205638/?bc=100443840992,21,53.28,6.3,28,牧駅,0.11824324324324324,-2.1350113928346466
プランドール汐見,大分県大分市汐見２,大在駅,"ＪＲ日豊本線/大在駅 歩22分
ＪＲ日豊本線/坂ノ市駅 歩26分
ＪＲ日豊本線/鶴崎駅 歩68分",築3年,3階,1LDK,42.63m2,6.1万円,https://suumo.jp/chintai/jnc_000099361106/?bc=100439477857,3,42.63,6.1,22,大在駅,0.14309171944639923,-1.9442694595978536
モンペルジュ,大分県大分市大字下郡,牧駅,"ＪＲ日豊本線/牧駅 歩10分
大分バス（株）/大分バス　加納バス停 歩1分",築8年,3階,1LDK,44.62m2,6.7万円,https://suumo.jp/chintai/jnc_000084289541/?bc=100442725332,8,44.62,6.7,10,牧駅,0.15015688032272526,-1.896074662607466
プリシェールツカハラIII,大分県大分市大字下郡,牧駅,"ＪＲ日豊本線/牧駅 歩27分
ＪＲ日豊本線/大分駅 バス25分 (バス停)だいかく病院前 歩2分",築18年,2階,1LDK,42.59m2,6万円,https://suumo.jp/chintai/jnc_000099390711/?bc=100444067612,18,42.59,6.0,27,牧駅,0.1408781404085466,-1.9598600147070673
ペアーレ葛木　Ｂ棟,大分県大分市大字葛木,鶴崎駅,ＪＲ日豊本線/鶴崎駅 歩47分,築27年,2階,2LDK,50.6m2,4.85万円,https://suumo.jp/chintai/jnc_000078603757/?bc=100440947583,27,50.6,4.85,47,鶴崎駅,0.09584980237154149,-2.3449728713440283
ＪＲ日豊本線 高城駅 2階建 築27年,大分県大分市大字葛木,高城駅,"ＪＲ日豊本線/高城駅 歩49分
大分バス/殉教公園前 歩7分",築27年,2階,2LDK,50.6m2,4.85万円,https://suumo.jp/chintai/jnc_000099397772/?bc=100445045031,27,50.6,4.85,49,高城駅,0.09584980237154149,-2.3449728713440283
ソラリア・コルテ,大分県大分市三ケ田町２,南大分駅,ＪＲ久大本線/南大分駅 歩10分,築38年,10階,2SLDK,50m2,4.5万円,https://suumo.jp/chintai/jnc_000063836594/?bc=100444637261,38,50.0,4.5,10,南大分駅,0.09,-2.4079456086518722
ボヌール羽屋Ｇ,大分県大分市羽屋３,古国府駅,"ＪＲ久大本線/古国府駅 歩19分
ＪＲ久大本線/南大分駅 歩25分
ＪＲ日豊本線/大分駅 バス13分 (バス停)稲葉 歩8分",築20年,2階,2LDK,54.81m2,6.95万円,https://suumo.jp/chintai/jnc_000099321736/?bc=100443843948,20,54.81,6.95,19,古国府駅,0.12680167852581645,-2.0651309994813243
ニューホープ２１,大分県大分市萩原４,大分駅,"ＪＲ日豊本線/大分駅 歩19分
ＪＲ日豊本線/高城駅 歩19分
ＪＲ日豊本線/牧駅 歩19分",築27年,3階,2DK,47.61m2,4.55万円,https://suumo.jp/chintai/jnc_000099345150/?bc=100443895607,27,47.61,4.55,19,大分駅,0.0955681579500105,-2.347915590243568
ＪＲ日豊本線 高城駅 4階建 築7年,大分県大分市大字森,高城駅,ＪＲ日豊本線/高城駅 歩46分,築7年,4階,1LDK,41.6m2,5.4万円,https://suumo.jp/chintai/jnc_000099619961/?bc=100445000908,7,41.6,5.4,46,高城駅,0.12980769230769232,-2.0417012136969888
ディアス豊府　Ｂ棟,大分県大分市羽屋３,古国府駅,"ＪＲ久大本線/古国府駅 歩16分
ＪＲ日豊本線/大分駅 バス10分 (バス停)羽屋新町 歩9分
ＪＲ豊肥本線/敷戸駅 バス11分 (バス停)羽屋新町 歩9分",築27年,2階,2LDK,54.81m2,6.5万円,https://suumo.jp/chintai/jnc_000099578745/?bc=100444963116,27,54.81,6.5,16,古国府駅,0.11859149790184273,-2.1320704821564336
ディアス豊府　Ｂ棟,大分県大分市大字羽屋,古国府駅,"ＪＲ久大本線/古国府駅 歩16分
ＪＲ久大本線/南大分駅 歩24分
大分バス/羽屋新町 歩9分",築27年,2階,2LDK,54.81m2,6.5万円,https://suumo.jp/chintai/jnc_000099619954/?bc=100445000694,27,54.81,6.5,16,古国府駅,0.11859149790184273,-2.1320704821564336
PREMILIFE政所　II棟,大分県大分市政所１,大在駅,ＪＲ日豊本線/大在駅 歩9分,築1年,3階,2LDK,53.77m2,7.8万円,https://suumo.jp/chintai/jnc_000093195933/?bc=100399631536,1,53.77,7.8,9,大在駅,0.1450623023991073,-1.9305919571260406
プレジール安東,大分県大分市大字田尻,敷戸駅,"ＪＲ豊肥本線/敷戸駅 歩30分
ＪＲ豊肥本線/大分大学前駅 歩45分
ＪＲ久大本線/南大分駅 歩50分",築34年,2階,2LDK,54m2,5万円,https://suumo.jp/chintai/jnc_000093884292/?bc=100364209982,34,54.0,5.0,30,敷戸駅,0.09259259259259259,-2.379546134130174
ソレーユ森町　Ａ棟,大分県大分市大字森町,鶴崎駅,ＪＲ日豊本線/鶴崎駅 歩22分,築27年,2階,2LDK,53.16m2,5.6万円,https://suumo.jp/chintai/jnc_000043615056/?bc=100443792476,27,53.16,5.6,22,鶴崎駅,0.1053423626787058,-2.250539636103941
イマサモルゲン．II,大分県大分市中島東２,大分駅,ＪＲ日豊本線/大分駅 歩25分,築8年,11階,1DK,30.41m2,5万円,https://suumo.jp/chintai/jnc_000082389341/?bc=100439018853,8,30.41,5.0,25,大分駅,0.16441959881617887,-1.805333589255173
ワイズ・スクエア・津守,大分県大分市大字津守,滝尾駅,ＪＲ豊肥本線/滝尾駅 歩6分,新築,2階,1LDK,50.01m2,7.1万円,https://suumo.jp/chintai/jnc_000098398198/?bc=100436507856,0,50.01,7.1,6,滝尾駅,0.14197160567886422,-1.9521282013835426
エミネンス高砂,大分県大分市高砂町,大分駅,"ＪＲ日豊本線/大分駅 歩13分
ＪＲ日豊本線/西大分駅 歩27分
ＪＲ久大本線/古国府駅 歩36分",築25年,8階,1K,25m2,4.5万円,https://suumo.jp/chintai/jnc_000097807053/?bc=100431650224,25,25.0,4.5,13,大分駅,0.18,-1.7147984280919266
プティ・シャンブル,大分県大分市大道町２,大分駅,ＪＲ日豊本線/大分駅 歩7分,築8年,4階,ワンルーム,27.35m2,5.1万円,https://suumo.jp/chintai/jnc_000032074174/?bc=100444256900,8,27.35,5.1,7,大分駅,0.18647166361974404,-1.6794759891377102
レオパレス才賀,大分県大分市賀来西１,賀来駅,ＪＲ久大本線/賀来駅 歩13分,築19年,2階,1K,21.81m2,3.3万円,https://suumo.jp/chintai/jnc_000097253179/?bc=100365601542,19,21.81,3.3,13,賀来駅,0.15130674002751032,-1.888446111741103
アディーヒルズ,大分県大分市大字旦野原,大分大学前駅,"ＪＲ豊肥本線/大分大学前駅 歩6分
ＪＲ豊肥本線/敷戸駅 歩24分
ＪＲ豊肥本線/中判田駅 歩51分",築17年,3階,1K,28m2,4.1万円,https://suumo.jp/chintai/jnc_000097288507/?bc=100427641614,17,28.0,4.1,6,大分大学前駅,0.1464285714285714,-1.921217536464942
プランタン　ベルＢ,大分県大分市大字駄原,大分駅,ＪＲ日豊本線/大分駅 歩21分,築15年,2階,1K,32.9m2,4.5万円,https://suumo.jp/chintai/jnc_000099345141/?bc=100444325043,15,32.9,4.5,21,大分駅,0.13677811550151978,-1.989395260995052
ネオブリック,大分県大分市三川上４,高城駅,ＪＲ日豊本線/高城駅 歩19分,築23年,2階,1DK,32.33m2,4.25万円,https://suumo.jp/chintai/jnc_000098738857/?bc=100442011939,23,32.33,4.25,19,高城駅,0.13145685122177544,-2.029076608801016
カルム市原Ｃ,大分県大分市大字葛木,高城駅,ＪＲ日豊本線/高城駅 歩51分,築15年,2階,2DK,45.39m2,4.4万円,https://suumo.jp/chintai/jnc_000099593609/?bc=100393068627,15,45.39,4.4,51,高城駅,0.09693765146508042,-2.333687275544159
アラモアナ　Ｂ棟,大分県大分市新川町２,大分駅,ＪＲ日豊本線/大分駅 歩24分,築16年,2階,1LDK,41.28m2,6.5万円,https://suumo.jp/chintai/jnc_000098428908/?bc=100441953209,16,41.28,6.5,24,大分駅,0.15746124031007752,-1.8485759442717158
大分バス 一本松ＯＡＢ前 2階建 築16年,大分県大分市新川町２,,大分バス/一本松ＯＡＢ前 歩3分,築16年,2階,1LDK,40.69m2,6.7万円,https://suumo.jp/chintai/jnc_000099628805/?bc=100445045072,16,40.69,6.7,3,,0.16465962152863112,-1.8038748356166783
セントポーリア松ヶ丘,大分県大分市大字上宗方,南大分駅,"ＪＲ久大本線/南大分駅 歩32分
大分バス/松ヶ丘中央 歩6分",築27年,2階,2LDK,54.81m2,5.9万円,https://suumo.jp/chintai/jnc_000099587443/?bc=100444962911,27,54.81,5.9,32,南大分駅,0.1076445904032111,-2.228920308146351
レオパレスサザンウッド,大分県大分市賀来西１,賀来駅,ＪＲ久大本線/賀来駅 歩6分,築17年,2階,1K,23.61m2,4.1万円,https://suumo.jp/chintai/jnc_000099292303/?bc=100425802919,17,23.61,4.1,6,賀来駅,0.1736552308343922,-1.7506833773871595
コンフォールコートＢ,大分県大分市浜中,坂ノ市駅,"ＪＲ日豊本線/坂ノ市駅 バス7分 (バス停)坂ノ市駅入口 歩7分
ＪＲ日豊本線/鶴崎駅 バス15分 (バス停)坂ノ市 歩12分",築23年,2階,2DK,42.77m2,3.65万円,https://suumo.jp/chintai/jnc_000099309047/?bc=100443358376,23,42.77,3.65,7,坂ノ市駅,0.08534019172317044,-2.461109754644417
セントラルコート大分駅前,大分県大分市金池町１,大分駅,ＪＲ日豊本線/大分駅 歩3分,築15年,10階,1K,26.42m2,5.5万円,https://suumo.jp/chintai/jnc_000099619937/?bc=100445000135,15,26.42,5.5,3,大分駅,0.20817562452687358,-1.569373206855754
プロニティ千,大分県大分市賀来南２,賀来駅,"ＪＲ久大本線/賀来駅 歩4分
ＪＲ日豊本線/大分駅 バス20分 (バス停)桑原上 歩5分",築21年,2階,1K,30.96m2,4.5万円,https://suumo.jp/chintai/jnc_000097788419/?bc=100435660380,21,30.96,4.5,4,賀来駅,0.14534883720930233,-1.9286186519452522
ＪＲ日豊本線 高城駅 2階建 築33年,大分県大分市萩原３,高城駅,"ＪＲ日豊本線/高城駅 歩14分
ＪＲ日豊本線/牧駅 歩15分
大分バス/萩原 歩4分",築33年,2階,3DK,54.64m2,6.5万円,https://suumo.jp/chintai/jnc_000099628824/?bc=100445045029,33,54.64,6.5,14,高城駅,0.11896046852122986,-2.128964038360943
エレガント由布,大分県大分市賀来北１,賀来駅,"ＪＲ久大本線/賀来駅 歩12分
ＪＲ久大本線/南大分駅 歩20分
ＪＲ日豊本線/大分駅 バス18分 (バス停)桑原下 歩4分",築16年,2階,1K,25.25m2,3.9万円,https://suumo.jp/chintai/jnc_000099331529/?bc=100443675232,16,25.25,3.9,12,賀来駅,0.15445544554455445,-1.867849602585768
ラ・ルース若宮　Ａ,大分県大分市大字森,鶴崎駅,"ＪＲ日豊本線/鶴崎駅 バス10分 (バス停)森 歩4分
ＪＲ日豊本線/大分駅 バス32分 (バス停)森 歩4分",築14年,2階,2LDK,68.12m2,6.7万円,https://suumo.jp/chintai/jnc_000098899565/?bc=100443895588,14,68.12,6.7,4,鶴崎駅,0.0983558426306518,-2.319163329397567
ティファーノ西大道Ｂ,大分県大分市西大道１,大分駅,"ＪＲ日豊本線/大分駅 歩15分
ＪＲ日豊本線/西大分駅 歩28分
ＪＲ久大本線/南大分駅 バス6分 (バス停)大道４丁目 歩4分",築16年,2階,1LDK,47.61m2,7.4万円,https://suumo.jp/chintai/jnc_000099516842/?bc=100444732050,16,47.61,7.4,15,大分駅,0.1554295316110061,-1.8615628229963033
ヴィヴレ萩原,大分県大分市萩原３,高城駅,"ＪＲ日豊本線/高城駅 歩14分
ＪＲ日豊本線/牧駅 歩15分",築33年,2階,2LDK,54.64m2,6.5万円,https://suumo.jp/chintai/jnc_000099302590/?bc=100443840990,33,54.64,6.5,14,高城駅,0.11896046852122986,-2.128964038360943
フローラ羽屋,大分県大分市上田町２,古国府駅,ＪＲ久大本線/古国府駅 歩25分,築13年,3階,ワンルーム,29.66m2,4.4万円,https://suumo.jp/chintai/jnc_000072284124/?bc=100445000113,13,29.66,4.4,25,古国府駅,0.148347943358058,-1.9081947957855705
ＪＲ久大本線 大分駅 2階建 築16年,大分県大分市西大道１,大分駅,"ＪＲ久大本線/大分駅 歩16分
大分バス/大道四丁目 歩4分",築16年,2階,1LDK,47.61m2,7.4万円,https://suumo.jp/chintai/jnc_000099628827/?bc=100445045044,16,47.61,7.4,16,大分駅,0.1554295316110061,-1.8615628229963033
レオパレスＫ＆Ｋ,大分県大分市南太平寺３,古国府駅,ＪＲ久大本線/古国府駅 歩9分,築20年,2階,1K,22.35m2,3.7万円,https://suumo.jp/chintai/jnc_000082106856/?bc=100210468653,20,22.35,3.7,9,古国府駅,0.16554809843400448,-1.798493501409399
ＳＥＲＥＮＩＴＹ　ＲＥＳＴ,大分県大分市東原３,高城駅,ＪＲ日豊本線/高城駅 歩19分,築2年,2階,2LDK,57.55m2,7.9万円,https://suumo.jp/chintai/jnc_000099578731/?bc=100444703262,2,57.55,7.9,19,高城駅,0.1372719374456994,-1.9857913756949157
ソシアコート荏隈,大分県大分市大字荏隈,南大分駅,"ＪＲ久大本線/南大分駅 歩9分
ＪＲ久大本線/賀来駅 歩27分
ＪＲ久大本線/古国府駅 歩38分",築26年,2階,1K,24.92m2,4.6万円,https://suumo.jp/chintai/jnc_000099350362/?bc=100444784845,26,24.92,4.6,9,南大分駅,0.18459069020866772,-1.6896143904242031
コーポ越谷パートIII,大分県大分市古国府４,古国府駅,ＪＲ久大本線/古国府駅 歩2分,築37年,5階,1LDK,46.28m2,4.7万円,https://suumo.jp/chintai/jnc_000095644115/?bc=100392804885,37,46.28,4.7,2,古国府駅,0.10155574762316336,-2.287147393609463
ＢＬＤ．ＹＵＷＡ,大分県大分市大字木上,豊後国分駅,"ＪＲ久大本線/豊後国分駅 歩23分
ＪＲ久大本線/賀来駅 歩42分
ＪＲ久大本線/南大分駅 歩49分",築4年,6階,3LDK,44.12m2,9万円,https://suumo.jp/chintai/jnc_000099599985/?bc=100444876853,4,44.12,9.0,23,豊後国分駅,0.20398912058023574,-1.5896886170490823
ＭＡＩＳＯＮ　ＯＨＭＩＣＨＩ,大分県大分市西大道２,大分駅,ＪＲ日豊本線/大分駅 歩18分,築23年,3階,1K,30.09m2,4.2万円,https://suumo.jp/chintai/jnc_000080958201/?bc=100443918081,23,30.09,4.2,18,大分駅,0.1395812562313061,-1.9691083653526311
